date,lat,lon,ind
2018-06-20,40.7272235,-74.0337589,1198
2018-06-20,40.7162469,-74.0334588,1198
2018-06-20,40.7162469,-74.0334588,1199
2018-06-20,40.72165072487999,-74.04288411140442,1199
2018-06-20,40.7162469,-74.0334588,1200
2018-06-20,40.71835519823214,-74.03891444206238,1200
2018-06-20,40.71458403535893,-74.04281705617905,1201
2018-06-20,40.7162469,-74.0334588,1201
2018-06-20,40.7162469,-74.0334588,1202
2018-06-20,40.71458403535893,-74.04281705617905,1202
2018-06-20,40.727595966,-74.044247311,1203
2018-06-20,40.7162469,-74.0334588,1203
2018-06-20,40.7162469,-74.0334588,1204
2018-06-20,40.7162469,-74.0334588,1204
2018-06-20,40.7162469,-74.0334588,1205
2018-06-20,40.7162469,-74.0334588,1205
2018-06-20,40.7162469,-74.0334588,1206
2018-06-20,40.7287448,-74.0321082,1206
2018-06-20,40.7162469,-74.0334588,1207
2018-06-20,40.71653978099194,-74.0496379137039,1207
2018-06-20,40.7162469,-74.0334588,1208
2018-06-20,40.71653978099194,-74.0496379137039,1208
2018-06-20,40.7162469,-74.0334588,1209
2018-06-20,40.71653978099194,-74.0496379137039,1209
2018-06-20,40.71653978099194,-74.0496379137039,1210
2018-06-20,40.7162469,-74.0334588,1210
2018-06-20,40.7162469,-74.0334588,1211
2018-06-20,40.7127742,-74.0364857,1211
2018-06-20,40.7127742,-74.0364857,1212
2018-06-20,40.7162469,-74.0334588,1212
2018-06-20,40.71835519823214,-74.03891444206238,1213
2018-06-20,40.7162469,-74.0334588,1213
2018-06-20,40.7162469,-74.0334588,1214
2018-06-20,40.7124188237569,-74.03852552175522,1214
2018-06-20,40.7272235,-74.0337589,1215
2018-06-20,40.7162469,-74.0334588,1215
2018-06-20,40.7162469,-74.0334588,1216
2018-06-20,40.71958611647166,-74.04311746358871,1216
2018-06-20,40.71517767732029,-74.03768330812454,1217
2018-06-20,40.7162469,-74.0334588,1217
2018-06-20,40.7242941,-74.0354826,1218
2018-06-20,40.7162469,-74.0334588,1218
2018-06-20,40.7124188237569,-74.03852552175522,1219
2018-06-20,40.7162469,-74.0334588,1219
2018-06-20,40.7162469,-74.0334588,1220
2018-06-20,40.7211236,-74.03805095,1220
2018-06-20,40.7211236,-74.03805095,1221
2018-06-20,40.7162469,-74.0334588,1221
2018-06-20,40.7162469,-74.0334588,1222
2018-06-20,40.7127742,-74.0364857,1222
2018-06-20,40.7287448,-74.0321082,1223
2018-06-20,40.7162469,-74.0334588,1223
2018-06-20,40.7272235,-74.0337589,1224
2018-06-20,40.7162469,-74.0334588,1224
2018-06-20,40.71958611647166,-74.04311746358871,1225
