date,lat,lon,ind
2019-02-22,40.7162469,-74.0334588,564
2019-02-22,40.7124188237569,-74.03852552175522,564
2019-02-22,40.7162469,-74.0334588,565
2019-02-22,40.7141454,-74.0335519,565
2019-02-22,40.7162469,-74.0334588,566
2019-02-22,40.7211236,-74.03805095,566
2019-02-22,40.7162469,-74.0334588,567
2019-02-22,40.72568548362901,-74.04879033565521,567
2019-02-22,40.7162469,-74.0334588,568
2019-02-22,40.7242941,-74.0354826,568
2019-02-22,40.7162469,-74.0334588,569
2019-02-22,40.7162469,-74.0334588,569
2019-02-22,40.7162469,-74.0334588,570
2019-02-22,40.74590996631558,-74.0572714805603,570
2019-02-22,40.7162469,-74.0334588,571
2019-02-22,40.7272235,-74.0337589,571
2019-02-22,40.7162469,-74.0334588,572
2019-02-22,40.727595966,-74.044247311,572
2019-02-22,40.7162469,-74.0334588,573
2019-02-22,40.7242941,-74.0354826,573
2019-02-22,40.7162469,-74.0334588,574
2019-02-22,40.72152515,-74.046304543,574
2019-02-22,40.7162469,-74.0334588,575
2019-02-22,40.7124188237569,-74.03852552175522,575
2019-02-22,40.7162469,-74.0334588,576
2019-02-22,40.7287448,-74.0321082,576
2019-02-22,40.7162469,-74.0334588,577
2019-02-22,40.7124188237569,-74.03852552175522,577
2019-02-22,40.7162469,-74.0334588,578
2019-02-22,40.7124188237569,-74.03852552175522,578
2019-02-22,40.7162469,-74.0334588,579
2019-02-22,40.7124188237569,-74.03852552175522,579
2019-02-22,40.7162469,-74.0334588,580
2019-02-22,40.71835519823214,-74.03891444206238,580
2019-02-22,40.7162469,-74.0334588,581
2019-02-22,40.7124188237569,-74.03852552175522,581
2019-02-22,40.7162469,-74.0334588,582
2019-02-22,40.71517767732029,-74.03768330812454,582
2019-02-22,40.7162469,-74.0334588,583
2019-02-22,40.7192517,-74.034234,583
2019-02-22,40.7162469,-74.0334588,584
2019-02-22,40.7124188237569,-74.03852552175522,584
2019-02-22,40.7162469,-74.0334588,585
2019-02-22,40.71458403535893,-74.04281705617905,585
2019-02-22,40.7162469,-74.0334588,586
2019-02-22,40.72568548362901,-74.04879033565521,586
2019-02-22,40.727595966,-74.044247311,587
2019-02-22,40.7162469,-74.0334588,587
2019-02-22,40.7162469,-74.0334588,588
2019-02-22,40.71835519823214,-74.03891444206238,588
2019-02-22,40.7162469,-74.0334588,589
2019-02-22,40.72152515,-74.046304543,589
2019-02-22,40.7162469,-74.0334588,590
2019-02-22,40.7124188237569,-74.03852552175522,590
2019-02-22,40.7162469,-74.0334588,591
2019-02-22,40.72601172964625,-74.05038893222809,591
2019-02-22,40.7162469,-74.0334588,592
2019-02-22,40.7127742,-74.0364857,592
2019-02-22,40.7162469,-74.0334588,593
2019-02-22,40.7124188237569,-74.03852552175522,593
2019-02-22,40.7162469,-74.0334588,594
2019-02-22,40.7211236,-74.03805095,594
2019-02-22,40.7127742,-74.0364857,595
2019-02-22,40.7162469,-74.0334588,595
2019-02-22,40.7162469,-74.0334588,596
2019-02-22,40.71517767732029,-74.03768330812454,596
2019-02-22,40.7162469,-74.0334588,597
2019-02-22,40.71649,-74.04105,597
2019-02-22,40.7162469,-74.0334588,598
2019-02-22,40.7112423,-74.0557013,598
2019-02-22,40.7162469,-74.0334588,599
2019-02-22,40.7112423,-74.0557013,599
2019-02-22,40.7162469,-74.0334588,600
2019-02-22,40.7192517,-74.034234,600
2019-02-22,40.7162469,-74.0334588,601
2019-02-22,40.71649,-74.04105,601
2019-02-22,40.7162469,-74.0334588,602
2019-02-22,40.71458403535893,-74.04281705617905,602
2019-02-22,40.7124188237569,-74.03852552175522,603
2019-02-22,40.7162469,-74.0334588,603
2019-02-22,40.7162469,-74.0334588,604
2019-02-22,40.71958611647166,-74.04311746358871,604
2019-02-22,40.7162469,-74.0334588,605
2019-02-22,40.71958611647166,-74.04311746358871,605
2019-02-22,40.7162469,-74.0334588,606
2019-02-22,40.7127742,-74.0364857,606
2019-02-22,40.7162469,-74.0334588,607
2019-02-22,40.71649,-74.04105,607
2019-02-22,40.7162469,-74.0334588,608
2019-02-22,40.71458403535893,-74.04281705617905,608
2019-02-22,40.7162469,-74.0334588,609
2019-02-22,40.72528910781132,-74.04557168483734,609
2019-02-22,40.7162469,-74.0334588,610
2019-02-22,40.7124188237569,-74.03852552175522,610
2019-02-22,40.7141454,-74.0335519,1060
2019-02-22,40.7177325,-74.043845,1060
2019-02-22,40.7141454,-74.0335519,1061
2019-02-22,40.7253399253558,-74.06762212514877,1061
2019-02-22,40.7141454,-74.0335519,1062
2019-02-22,40.71835519823214,-74.03891444206238,1062
2019-02-22,40.71517767732029,-74.03768330812454,1063
